AR,HTR,VCD,PSH,HomeTeam,IWH,AC,HTAG,HF,B365D,AF,HY,Date,WHA,HST,B365H,HR,BWH,AS,PSA,PSD,B365A,HC,WHH,FTAG,Div,AY,VCA,AST,HTHG,IWD,FTHG,FTR,VCH,PSCH,BWA,AwayTeam,BWD,WHD,PSCA,PSCD,HS,IWA
0,A,4.2,3.65,Dortmund,3.6,3,1,9,4.33,15,2,26/05/2020,1.88,5,3.6,0,3.5,13,1.93,4.27,1.85,4,3.7,1,D1,2,1.9,6,0,4.0,0,A,3.6,3.7,1.9,Bayern Munich,4.2,4.0,1.86,4.55,13,1.9
0,D,5.75,1.37,RB Leipzig,1.37,7,1,12,5.5,19,2,27/05/2020,9.0,5,1.3,1,1.34,13,8.17,5.53,6.0,4,1.32,2,D1,3,8.0,4,1,5.2,2,D,1.33,1.32,8.25,Hertha,5.5,5.5,9.56,6.06,11,7.6
0,D,4.2,4.83,Freiburg,4.2,6,0,8,4.2,13,0,29/05/2020,1.7,1,4.75,0,4.75,7,1.71,4.24,1.66,6,4.6,1,D1,2,1.7,1,0,4.1,0,A,4.6,4.82,1.7,Leverkusen,4.0,4.2,1.74,4.11,9,1.75
0,H,3.9,1.93,Hertha,2.0,8,0,19,3.75,7,3,30/05/2020,3.8,6,1.9,0,1.9,8,3.88,3.89,3.75,7,1.91,0,D1,3,3.8,2,1,3.5,2,H,1.9,1.78,3.7,Augsburg,3.7,3.75,4.73,3.95,12,3.7
0,H,4.33,1.52,M'gladbach,1.53,3,0,13,4.5,9,3,31/05/2020,7.0,10,1.5,0,1.5,13,6.67,4.37,6.0,4,1.5,1,D1,2,5.75,5,2,4.35,4,H,1.5,1.49,6.0,Union Berlin,4.25,4.2,7.37,4.51,16,6.0
0,A,4.6,5.81,FC Koln,5.0,7,2,16,4.6,7,2,01/06/2020,1.52,5,5.5,0,5.5,19,1.55,4.63,1.53,4,5.8,4,D1,1,1.53,8,1,4.4,2,A,5.0,6.0,1.5,RB Leipzig,4.5,4.6,1.53,4.74,7,1.6
0,D,3.5,2.85,Werder Bremen,2.75,6,0,14,3.4,21,2,03/06/2020,2.5,3,2.75,0,2.75,12,2.55,3.44,2.55,5,2.8,3,D1,1,2.55,4,0,3.45,0,A,2.75,2.99,2.5,Ein Frankfurt,3.5,3.4,2.44,3.56,11,2.5
1,D,4.0,4.5,Freiburg,4.3,10,0,14,4.0,14,4,05/06/2020,1.73,6,4.5,0,4.33,18,1.78,4.1,1.72,3,4.5,0,D1,3,1.75,4,0,4.0,1,H,4.33,5.08,1.75,M'gladbach,4.0,4.0,1.68,4.28,16,1.75
0,A,3.75,2.1,Ein Frankfurt,2.05,5,1,17,3.75,15,3,06/06/2020,3.6,0,2.0,0,2.0,17,3.57,3.6,3.5,7,2.0,2,D1,3,3.4,5,0,3.7,0,A,2.05,1.98,3.6,Mainz,3.7,3.7,3.67,4.02,10,3.4
0,D,3.6,3.77,Werder Bremen,3.65,4,0,17,3.5,13,3,07/06/2020,2.0,4,3.6,0,3.7,18,2.04,3.61,2.05,5,3.7,1,D1,3,2.0,3,0,3.5,0,A,3.4,4.02,2.05,Wolfsburg,3.4,3.6,1.93,3.88,14,2.05
0,A,5.25,6.48,Hoffenheim,6.2,1,2,15,5.25,18,2,12/06/2020,1.42,7,6.5,0,6.5,14,1.44,5.47,1.4,9,6.5,2,D1,2,1.44,7,0,5.0,0,A,6.5,7.48,1.42,RB Leipzig,5.25,5.25,1.38,5.85,22,1.45
0,A,3.6,2.1,FC Koln,2.05,6,1,18,3.4,17,3,13/06/2020,3.75,6,2.0,0,2.05,7,3.83,3.46,3.75,4,2.0,2,D1,0,3.4,5,0,3.5,1,A,2.0,2.02,3.75,Union Berlin,3.4,3.5,4.03,3.54,10,3.6
0,A,3.5,2.33,Mainz,2.3,5,1,8,3.4,14,2,14/06/2020,3.1,4,2.25,0,2.25,9,3.14,3.49,3.1,9,2.3,1,D1,4,2.9,3,0,3.45,0,A,2.25,2.06,3.1,Augsburg,3.5,3.4,3.87,3.55,18,3.05
0,H,3.75,2.2,M'gladbach,2.15,3,0,15,3.75,17,1,16/06/2020,3.25,3,2.1,0,2.05,12,3.35,3.58,3.25,5,2.15,0,D1,4,3.3,2,2,3.6,3,H,2.1,2.4,3.4,Wolfsburg,3.7,3.6,3.04,3.59,11,3.25
1,H,4.0,1.72,Ein Frankfurt,1.75,3,0,9,4.2,16,3,17/06/2020,4.4,4,1.7,0,1.75,8,4.6,4.22,4.5,5,1.75,1,D1,5,4.33,5,1,4.0,2,H,1.7,1.58,4.5,Schalke 04,3.9,4.0,6.15,4.29,14,4.45
0,H,6.5,1.28,Bayern Munich,1.25,2,1,13,6.0,8,0,20/06/2020,10.0,8,1.25,0,1.25,11,9.43,6.5,10.0,8,1.25,1,D1,0,10.5,3,3,7.5,3,H,1.25,1.32,9.75,Freiburg,6.0,6.5,9.4,5.74,23,8.3
0,A,5.5,6.99,Augsburg,6.8,8,1,11,5.75,10,4,27/06/2020,1.4,1,7.0,0,7.0,14,1.42,5.15,1.36,2,7.0,2,D1,1,1.4,5,0,5.2,1,A,7.0,6.68,1.4,RB Leipzig,5.25,5.25,1.46,5.16,5,1.4
0,H,12.0,1.1,Bayern Munich,1.15,2,0,11,11.0,12,1,18/09/2020,26.0,12,1.1,0,1.11,5,27.06,12.11,21.0,9,1.07,0,D1,2,23.0,1,3,8.0,8,H,1.09,1.12,16.5,Schalke 04,11.0,11.0,18.87,11.35,22,18.0
0,D,4.2,1.67,Ein Frankfurt,1.7,3,0,14,4.2,13,2,19/09/2020,4.8,6,1.61,0,1.65,14,5.08,4.21,5.25,14,1.63,1,D1,2,5.0,4,0,4.0,1,D,1.65,1.75,5.0,Bielefeld,4.1,4.2,4.67,4.2,18,4.7
0,H,5.5,1.37,RB Leipzig,1.4,5,0,5,5.75,11,1,20/09/2020,7.5,10,1.33,0,1.36,8,7.98,5.49,8.0,7,1.35,1,D1,2,7.0,1,2,5.5,3,H,1.33,1.41,7.0,Mainz,5.75,5.25,7.53,5.48,23,6.75
0,A,3.8,2.33,Hertha,2.35,3,2,13,3.75,16,3,25/09/2020,3.0,6,2.25,0,2.25,10,3.01,3.83,2.9,4,2.2,3,D1,4,2.88,3,0,3.7,1,A,2.25,2.37,2.95,Ein Frankfurt,3.7,3.7,2.95,3.84,12,2.8
0,H,5.0,7.52,Augsburg,6.75,11,0,7,4.75,8,3,26/09/2020,1.42,4,7.0,0,6.75,16,1.45,4.95,1.44,3,7.0,0,D1,4,1.4,7,1,4.7,2,H,7.0,6.54,1.44,Dortmund,4.75,4.6,1.53,4.52,6,1.43
0,H,7.0,10.77,Hoffenheim,12.0,5,1,15,7.5,11,3,27/09/2020,1.22,8,11.0,0,10.0,14,1.24,6.89,1.2,3,12.0,1,D1,2,1.22,2,2,7.5,4,H,9.5,11.45,1.25,Bayern Munich,6.75,6.5,1.22,7.91,17,1.2
0,H,3.6,2.18,Union Berlin,2.2,2,0,13,3.6,11,1,02/10/2020,3.4,7,2.05,0,2.15,5,3.4,3.73,3.4,4,2.1,0,D1,4,3.3,0,1,3.5,4,H,2.1,2.13,3.3,Mainz,3.5,3.4,3.57,3.65,13,3.25
0,H,5.75,1.31,Dortmund,1.33,2,0,8,6.0,12,1,03/10/2020,10.0,7,1.28,0,1.3,6,9.75,5.71,9.0,3,1.27,0,D1,1,9.5,2,1,6.0,4,H,1.29,1.37,9.5,Freiburg,5.75,5.8,8.3,5.51,16,8.75
0,D,3.6,2.05,Wolfsburg,2.05,2,0,7,3.6,13,0,04/10/2020,3.7,6,2.0,0,2.0,9,3.7,3.64,3.7,12,2.0,0,D1,1,3.6,1,0,3.4,0,D,1.95,1.96,3.75,Augsburg,3.5,3.5,4.01,3.79,17,3.65
0,A,4.5,6.16,Augsburg,5.75,8,1,9,4.5,13,0,17/10/2020,1.52,2,5.75,0,5.5,15,1.55,4.61,1.53,5,5.8,2,D1,1,1.53,6,0,4.3,0,A,5.5,6.07,1.53,RB Leipzig,4.6,4.4,1.53,4.83,6,1.53
0,A,3.8,3.28,FC Koln,3.15,8,1,19,3.8,18,3,18/10/2020,2.15,5,3.2,0,3.3,16,2.15,3.95,2.1,2,3.1,1,D1,2,2.1,4,0,3.6,1,D,3.0,2.86,2.1,Ein Frankfurt,3.7,3.7,2.47,3.74,9,2.15
0,D,3.9,1.93,Stuttgart,1.95,5,1,11,3.8,13,2,23/10/2020,3.7,4,1.85,0,1.95,14,3.87,4.04,3.8,3,1.91,1,D1,5,3.5,4,1,3.7,1,D,1.93,1.99,3.7,FC Koln,3.7,3.75,3.62,4.09,9,3.75
0,H,7.5,1.23,Bayern Munich,1.25,2,0,11,7.5,12,3,24/10/2020,13.0,10,1.16,0,1.22,9,11.69,7.32,9.0,10,1.2,0,D1,0,10.5,2,2,7.0,5,H,1.2,1.19,11.0,Ein Frankfurt,7.0,7.0,13.15,8.61,20,10.0
0,H,3.9,1.69,Wolfsburg,1.7,3,0,12,3.75,10,2,25/10/2020,5.0,4,1.65,0,1.67,8,5.39,4.01,5.25,4,1.67,1,D1,1,4.75,1,2,3.65,2,H,1.67,1.65,5.25,Bielefeld,3.9,3.8,5.71,4.14,14,5.0
0,H,4.2,1.66,Leverkusen,1.65,3,0,14,4.2,8,1,26/10/2020,5.0,7,1.6,0,1.6,7,5.42,4.18,5.25,3,1.63,1,D1,2,4.75,3,1,3.9,3,H,1.62,1.59,4.75,Augsburg,4.25,4.0,5.95,4.35,15,5.0
0,H,3.6,3.23,Schalke 04,2.95,4,0,11,3.6,14,2,30/10/2020,2.2,2,3.1,0,3.1,19,2.27,3.67,2.15,3,3.1,1,D1,2,2.2,5,1,3.5,1,D,3.1,3.17,2.2,Stuttgart,3.6,3.5,2.32,3.63,9,2.35
0,H,3.8,2.09,Augsburg,2.05,1,0,12,3.75,10,5,31/10/2020,3.6,7,2.0,0,2.0,8,3.64,3.71,3.5,4,2.0,1,D1,1,3.4,4,1,3.45,3,H,2.0,2.43,3.7,Mainz,3.6,3.5,3.12,3.45,14,3.5
0,A,3.6,3.85,Freiburg,3.6,6,2,10,3.5,11,2,01/11/2020,2.0,5,3.8,0,3.8,18,2.05,3.64,1.95,4,3.7,4,D1,2,2.0,7,1,3.4,2,A,3.4,3.67,1.91,Leverkusen,3.5,3.4,2.12,3.59,8,2.05
0,D,3.9,1.89,Hoffenheim,1.9,6,0,19,4.0,13,1,02/11/2020,4.0,5,1.85,1,1.85,9,4.18,3.91,3.8,3,1.83,3,D1,2,3.8,6,0,3.65,1,A,1.83,1.96,4.0,Union Berlin,3.9,3.8,3.86,3.93,10,3.95
0,D,3.6,2.48,Werder Bremen,2.5,3,0,20,3.6,20,2,06/11/2020,2.88,4,2.37,0,2.4,8,2.93,3.59,2.87,1,2.4,1,D1,2,2.8,1,0,3.5,1,D,2.38,2.85,2.8,FC Koln,3.6,3.4,2.7,3.33,18,2.8
0,A,3.6,2.98,Augsburg,2.9,6,1,12,3.5,10,3,07/11/2020,2.35,2,2.9,0,2.9,12,2.42,3.64,2.3,2,2.88,3,D1,0,2.38,6,0,3.3,0,A,2.75,3.07,2.35,Hertha,3.6,3.5,2.41,3.56,10,2.4
0,H,3.8,2.13,Wolfsburg,2.15,7,0,15,3.6,14,1,08/11/2020,3.25,8,2.1,0,2.15,17,3.43,3.82,3.25,3,2.1,1,D1,3,3.13,5,2,3.45,2,H,2.05,2.11,3.25,Hoffenheim,3.6,3.6,3.44,3.86,14,3.25
0,A,10.5,1.11,Bayern Munich,1.12,3,1,10,10.0,10,1,21/11/2020,21.0,3,1.1,0,1.12,9,19.26,9.97,23.0,7,1.1,1,D1,3,18.0,4,0,10.0,1,D,1.1,1.16,17.5,Werder Bremen,9.75,9.5,16.74,8.98,15,15.0
0,A,3.6,2.1,Freiburg,2.1,4,3,6,3.6,12,0,22/11/2020,3.5,6,2.05,0,2.1,22,3.62,3.7,3.4,9,2.05,3,D1,1,3.3,8,0,3.6,1,A,2.05,1.94,3.5,Mainz,3.5,3.5,3.98,3.88,19,3.3
1,H,3.75,1.93,Wolfsburg,1.9,5,2,12,3.6,12,2,27/11/2020,4.2,6,1.8,0,1.87,5,4.29,3.65,4.33,0,1.85,3,D1,3,3.9,4,3,3.6,5,H,1.87,1.94,4.1,Werder Bremen,3.7,3.5,4.18,3.72,12,3.9
0,D,3.5,2.48,Augsburg,2.4,1,0,15,3.5,8,3,28/11/2020,2.9,2,2.37,0,2.4,10,3.0,3.5,2.9,4,2.4,1,D1,1,2.8,5,0,3.4,1,D,2.4,2.53,2.95,Freiburg,3.4,3.3,3.05,3.35,10,2.85
0,D,3.9,1.82,Leverkusen,1.75,1,0,16,4.0,19,2,29/11/2020,4.33,2,1.72,0,1.78,5,4.55,3.93,4.5,6,1.78,0,D1,1,4.1,3,0,4.0,0,D,1.75,1.97,4.5,Hertha,3.8,3.7,3.94,3.83,14,4.2
1,A,3.4,2.64,Hertha,2.55,2,1,15,3.5,9,1,04/12/2020,2.7,7,2.5,0,2.55,4,2.81,3.48,2.75,9,2.62,1,D1,3,2.7,1,0,3.4,3,H,2.55,2.85,2.8,Union Berlin,3.3,3.2,2.78,3.21,10,2.65
0,H,3.5,2.92,Bielefeld,2.8,3,0,16,3.5,18,3,05/12/2020,2.4,5,2.87,0,2.85,15,2.54,3.51,2.4,2,2.8,1,D1,2,2.45,5,2,3.3,2,H,2.75,3.19,2.4,Mainz,3.5,3.5,2.37,3.48,11,2.5
0,A,3.6,2.8,Werder Bremen,2.65,4,1,10,3.5,15,4,06/12/2020,2.5,4,2.8,0,2.75,11,2.53,3.7,2.45,2,2.7,2,D1,4,2.45,7,0,3.4,1,A,2.63,2.94,2.5,Stuttgart,3.5,3.5,2.54,3.46,14,2.55
0,D,4.0,1.87,Hoffenheim,1.85,3,1,15,4.2,9,0,07/12/2020,3.9,7,1.83,0,1.85,13,4.19,4.01,3.8,4,1.83,1,D1,1,3.75,3,1,3.7,3,H,1.8,1.81,4.0,Augsburg,3.8,3.9,4.38,4.1,10,4.0
0,D,3.75,2.4,Wolfsburg,2.35,1,0,10,3.6,12,5,11/12/2020,2.88,8,2.3,0,2.3,7,2.96,3.74,2.8,8,2.3,1,D1,2,2.8,4,0,3.4,2,H,2.3,2.53,2.9,Ein Frankfurt,3.7,3.6,2.88,3.57,16,2.95
0,D,4.75,1.52,Dortmund,1.5,2,1,11,4.5,13,2,12/12/2020,6.0,4,1.5,0,1.53,18,6.45,4.75,6.0,8,1.5,5,D1,3,5.5,10,1,4.6,1,A,1.5,1.46,5.75,Stuttgart,4.5,4.33,7.18,4.99,12,6.0
0,H,3.6,1.94,Augsburg,1.9,3,0,17,3.75,13,3,13/12/2020,4.0,4,1.9,1,1.95,15,4.2,3.68,3.8,2,1.91,2,D1,4,3.8,4,1,3.6,2,D,1.9,2.23,3.8,Schalke 04,3.6,3.5,3.48,3.5,8,3.9
0,H,3.75,2.7,Ein Frankfurt,2.65,5,1,18,3.8,15,6,15/12/2020,2.5,4,2.62,1,2.75,8,2.54,3.87,2.45,4,2.62,3,D1,4,2.45,4,3,3.5,3,D,2.6,2.77,2.4,M'gladbach,3.7,3.6,2.52,3.79,11,2.5
0,D,3.6,3.15,Schalke 04,3.0,3,0,15,3.5,9,2,16/12/2020,2.3,2,2.9,0,2.95,11,2.36,3.55,2.3,2,3.0,2,D1,1,2.3,5,0,3.25,0,A,2.9,3.4,2.35,Freiburg,3.5,3.4,2.27,3.47,10,2.35
0,D,4.0,4.95,Union Berlin,4.7,6,0,9,4.0,7,1,18/12/2020,1.67,5,4.75,0,5.0,16,1.73,4.09,1.65,8,4.8,1,D1,1,1.67,4,0,3.8,2,H,4.6,4.98,1.67,Dortmund,4.0,3.9,1.75,3.96,12,1.73
0,D,3.75,3.84,Augsburg,3.75,4,0,9,3.75,10,1,19/12/2020,1.95,4,3.8,0,3.75,15,2.0,3.8,1.95,2,3.7,2,D1,4,1.95,6,0,3.6,0,A,3.6,3.89,1.95,Ein Frankfurt,3.7,3.6,1.96,3.9,15,1.95
0,H,3.5,2.67,Freiburg,2.65,3,0,9,3.5,16,0,20/12/2020,2.7,9,2.5,0,2.6,10,2.74,3.54,2.7,7,2.6,1,D1,0,2.6,3,1,3.25,4,H,2.5,2.71,2.7,Hertha,3.4,3.3,2.77,3.43,17,2.65
